Gene ID,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20
ENSG00000006282.21,4175,1443,965,484,425,3359,3583,1463,1043,2391,1660,1685,114,4357,1365,190,1083,538,140,1006,2913,1457,977,4984,689,918,1597,350,3388,916,3190,1266,871,298,1210,311,1261,1724,222,1295
ENSG00000006283.18,60,6,1,19,8,24,13,8,22,66,16,9,11,51,2,1,9,7,0,0,17,18,1,9,7,6,25,3,3,11,20,11,2,26,4,8,12,9,11,7
ENSG00000006327.14,1585,126,182,1295,894,439,654,656,708,231,1909,1287,934,1226,613,51,274,576,114,78,426,140,1184,269,319,439,254,171,19,323,1560,217,71,787,150,206,343,179,532,637
ENSG00000006377.11,4,1,0,3,0,3,3,1,3,0,1,1,0,22,0,0,0,0,0,0,13,0,4,20,4,0,1,0,114,1,4,3,0,1,1,0,0,2,1,0
ENSG00000006432.15,324,126,175,185,88,107,422,49,213,1896,190,74,902,536,109,10,215,260,4,31,155,325,424,68,316,633,73,538,50,183,29,217,559,64,263,371,51,221,420,182
ENSG00000006451.8,2267,2281,1460,3551,309,4894,2048,1129,1413,2763,440,2175,1410,863,521,302,554,900,589,498,2532,1356,1547,6665,571,2369,515,2866,1309,2575,582,843,1341,220,1157,690,367,1899,1339,3659
ENSG00000006453.14,408,149,220,387,352,201,185,321,392,1219,463,403,442,187,220,10,377,130,13,21,140,382,92,16,202,143,181,225,115,193,377,266,318,604,303,441,343,234,664,578
ENSG00000006459.11,3126,1134,927,1000,5993,1841,1537,885,4364,17117,3304,3450,4415,2010,3074,181,2777,832,510,344,1040,4103,3627,1159,5364,1696,6021,7252,1695,1560,354,1368,9723,3082,5781,7486,5712,22918,5781,6421
ENSG00000006468.14,1,5,3,0,0,20,2,1,55,1,5,1,202,15,2,2,4,140,164,0,1,55,3,638,25,0,9,1,9,1,419,165,16,23,14,12,1,301,2,5
ENSG00000006530.18,722,1427,1102,606,349,2674,1220,1466,864,2523,293,957,1107,785,433,145,676,841,326,634,1929,1242,626,1809,755,790,604,1099,1410,2139,906,741,1376,584,751,623,490,2176,751,1346
ENSG00000006534.16,833,3462,1166,63,2484,467,3170,4271,2302,2532,1094,4933,1256,8079,2727,1010,2528,59,1344,2587,5864,2364,1435,15076,276,83,1638,1172,3062,782,3950,1930,1167,736,572,1485,1732,3465,698,968
ENSG00000006555.11,21,10,23,22,16,42,24,7,42,116,44,21,160,25,49,3,21,8,4,2,44,39,31,14,25,75,15,45,8,19,2,7,79,36,36,43,6,103,50,12
ENSG00000006576.16,1122,1620,1200,644,1489,5379,1249,1608,1346,2309,1466,789,2603,1961,547,196,1865,3561,320,427,1363,2494,1400,1631,1106,2005,1215,3560,1010,2140,1179,1853,2496,1653,1484,1698,2785,2467,2285,2777
ENSG00000006606.9,0,2,0,0,1,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,2,2,0
ENSG00000006607.14,1255,1213,1137,1649,345,3439,1507,1565,2259,4438,900,1256,1507,2788,818,235,1141,531,616,434,776,2161,706,655,1018,1086,2849,1271,890,2032,3179,3161,1517,1543,974,1664,278,3362,2192,2029
ENSG00000006611.17,3,0,0,1,0,1,0,0,1,0,1,2,726,3,3,1,2,3640,0,0,0,4,1,2,0,0,13,0,4,0,3,1,0,1,0,0,0,0,0,24
ENSG00000006625.18,135,189,251,66,38,1138,582,384,170,68,22,225,102,601,74,189,172,131,255,192,1113,519,158,2277,52,247,109,146,320,239,515,454,132,35,42,75,102,991,60,129
ENSG00000006634.8,880,726,772,394,919,6085,2524,1028,2263,1211,1388,1688,1490,3832,840,295,928,1784,687,711,874,2676,1684,2493,1789,2144,1389,1854,667,1695,1628,1640,1635,1055,2606,1506,783,5039,2566,1697
ENSG00000006638.13,164,234,65,259,89,1026,60,185,137,732,15,20,48,9,68,115,149,394,5,29,290,228,112,56,68,27,17,686,68,22,18,17,175,48,330,100,618,88,55,340
ENSG00000006652.15,6968,2482,3147,3957,4299,3400,2592,1329,3917,2178,3064,4198,1381,1139,1258,266,2127,4176,126,662,1692,12101,1019,2346,5231,4447,1012,2101,634,1089,1662,1095,2042,6642,3967,3516,2539,4948,7447,2982
ENSG00000006659.13,0,0,0,1,1,0,1,3,0,1,2,5,0,0,7,0,0,0,0,0,63,0,14,0,0,0,0,0,12,0,1,0,2,0,0,1,0,0,0,0
ENSG00000006695.12,418,529,748,168,269,1728,781,874,701,617,76,870,497,1138,597,256,544,839,548,410,1284,792,291,2549,373,844,275,468,903,622,600,876,347,183,282,230,261,1659,188,427
ENSG00000006704.11,356,151,37,204,53,378,17,32,126,103,34,94,185,116,63,148,153,233,17,26,179,121,74,56,491,287,440,83,670,48,1212,133,46,262,46,61,334,296,52,419
ENSG00000006712.15,4015,1016,1673,2669,1718,3002,4517,2420,2342,2614,1552,3336,1187,2258,1429,542,1909,1527,593,1616,2940,2983,993,3842,2596,1544,1154,1059,1165,962,1408,1292,1595,2069,1550,773,2397,2767,3720,1585
ENSG00000006715.16,847,3230,3030,828,1325,1950,2231,3228,1308,2727,298,2054,995,897,961,489,1812,777,394,769,1863,3447,472,2787,1444,3726,1024,2600,3198,1626,3030,1627,1868,1297,1268,1666,1754,5145,965,1534
ENSG00000006740.17,50,11,26,7,50,16,26,8,106,68,13,39,40,3,16,19,31,56,0,11,31,51,1,707,486,36,61,15,108,27,751,126,35,38,12,17,265,36,14,44
ENSG00000006744.19,1822,2393,3297,711,1469,6746,4201,4248,2774,3919,547,3324,2335,2684,1253,883,1665,3469,693,1556,4245,2573,1463,5836,950,1874,1243,1489,3045,2121,2941,2986,1727,825,1533,1248,956,7244,928,1163
ENSG00000006747.15,6,2,2,1,1,3,1,1,17,3,6,0,11,18,5,0,5,1,94,1,4,33,5,5,4,0,3,1,11,1,8,5,3,36,1,16,0,20,13,6
ENSG00000006756.16,2077,2369,1563,120,2099,130,1397,2259,976,184,437,3862,386,5452,1404,986,1832,1064,356,879,3283,1724,774,3462,1186,41,1159,617,7064,907,4567,966,538,576,585,248,750,2791,375,383
ENSG00000006757.12,166,223,134,83,68,1630,429,253,199,133,43,310,52,335,110,157,87,12,110,158,1168,369,107,422,70,8,119,106,409,125,107,80,99,14,31,66,54,822,60,64
ENSG00000006788.14,7,1,3,2,1,0,1,0,2,0,1,0,4,6,1,0,2,1,1,0,1,0,0,3,0,0,1,1,1,0,10,8,0,0,0,0,2,8,81,0
ENSG00000006831.10,1112,5176,2393,2279,874,5500,2871,3537,2397,4813,1922,2478,2735,3672,1547,608,1715,935,1424,933,1336,3468,2445,7658,1984,2635,1130,1801,6627,2791,7668,7784,2665,1638,1016,2656,9589,8194,2951,3385
ENSG00000006837.12,38,21,24,48,25,45,18,10,18,54,27,18,43,23,13,5,44,16,4,6,29,62,30,34,32,37,25,28,64,35,23,39,40,15,30,26,21,57,51,29
ENSG00000007001.13,13,20,9,4,27,0,2,18,2,3,1093,5,5,13,4,2,2,4,0,0,1,7,0,1,15,55,5,5,87,8,0,0,1,3,34,3,1,4,6,5
ENSG00000007038.11,1491,1848,2,6,4,41,10,6358,104,79,9,1,325,5,1088,2540,883,1055,696,97,10,529,3053,6635,7,2,401,92,2140,2201,1,589,31,856,47,9,12,506,282,593
ENSG00000007047.15,6645,1627,1469,3215,1507,6622,2916,2446,1409,3003,2679,4164,1473,2570,1567,505,1258,1910,577,1173,3788,805,1944,3730,844,2137,1684,1644,1495,1143,1221,1148,1721,735,947,955,2327,1669,1456,1484
ENSG00000007062.12,136,7049,8443,1763,325,7757,1632,1944,172,24,28,20,144,22,384,160,23,23,2431,4996,49,1346,115,26,3311,14346,28,3452,8938,2135,3,19,67,60,2031,182,7825,7615,188,371
ENSG00000007080.11,830,352,633,244,199,3734,2106,1683,679,674,167,1061,231,1686,422,388,352,659,520,1153,2285,609,689,5316,242,455,355,216,322,278,622,340,240,122,181,183,140,3110,209,217
ENSG00000007129.18,42,303,119,524,377,697,78,499,436,1741,51,40,305,425,195,50,222,423,107,154,119,352,44,341,131,517,143,356,131,36,83,59,530,96,282,255,96,288,193,270
ENSG00000007168.14,12212,6857,6332,8787,3032,10473,4541,4334,5888,14727,2983,4999,6973,2951,2690,819,4657,4157,979,1275,3316,6906,6137,5242,3415,3526,3299,5258,5058,9560,4912,5639,6907,3426,4534,5415,6819,8999,8557,10146
ENSG00000007171.18,14,5,3,1,3,0,4,0,3,10,0,9,3,2,1,0,2,0,0,1,5,3,0,0,2,14,0,2,40,0,1,2,0,2,17,2,2,10,1,3
ENSG00000007174.18,30,15,17,18,11,12,12,9,15,102,15,13,57,3,14,3,19,32,0,2,0,12,4,0,10,15,54,18,10,32,12,35,26,8,15,14,12,29,18,19
ENSG00000007202.15,11507,8197,9987,3084,7132,11057,17109,16877,6522,10739,4857,18405,5117,11303,6790,4271,7454,10118,3354,4875,13318,7869,3526,4840,5526,8907,5045,6760,9405,6903,16368,11758,6221,7672,3437,3913,7141,13952,3347,4722
ENSG00000007216.15,5,0,1,2,1,1,0,0,10,2,0,0,1,0,0,0,0,0,0,0,0,9,0,0,2,0,2,0,0,2,2,0,0,0,2,0,1,2,1,0
ENSG00000007237.19,3675,7069,2816,436,2289,6537,4296,12217,7165,13364,6193,5581,3456,40774,2629,1953,19284,105,9685,3387,5107,7163,9409,11777,5505,6518,1274,4585,350,4849,3543,4278,7709,4999,1823,4871,13720,10446,2083,3996
ENSG00000007255.10,735,600,602,368,297,2446,1158,1274,298,528,221,646,190,1637,387,368,302,450,280,1466,3053,536,395,2349,175,350,232,182,621,311,801,272,197,37,205,95,151,668,133,164
ENSG00000007264.15,2524,668,2099,1270,371,5700,1854,2829,1576,1041,92,3850,272,107,613,812,570,719,362,2542,5071,885,552,1574,333,2261,623,318,2399,942,444,477,398,455,1663,182,243,1860,190,698
ENSG00000007306.15,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,6,0,2,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,1
ENSG00000007312.13,29,104,92,34,40,832,194,273,1239,1087,8,471,189,226,21,72,211,10,156,249,1076,3398,52,1661,49,233,42,487,49,37,18,187,656,0,245,261,12,429,283,193
ENSG00000007314.12,50,57,87,28,67,51,44,32,105,105,14,42,86,17,17,8,43,163,6,8,52,394,36,16,16,69,26,842,17,7,11,13,66,15,32,27,28,36,128,37
ENSG00000007341.19,1793,1526,2458,1169,2208,664,1343,1033,1188,1731,1496,1847,1071,461,1463,229,1243,1834,140,258,944,2255,280,873,1664,1349,753,783,1453,541,1066,797,931,1324,1206,977,814,1611,996,834
ENSG00000007350.17,36,707,13,19,27,781,107,30,47,44,25,19,105,313,3443,274,951,94,38,6,9,83,27,184,93,22,107,73,71,5,72,41343,217,15002,79,1707,378,1590,71,2780
ENSG00000007372.24,18,4,13,35,0,6,3,7,6,3,7,4,33,0,2,0,14,4,1,0,0,72,4,1,7,210,1,7,1,4,1,1,2,6,1,1,5,5,4,4
ENSG00000007376.8,936,484,754,289,199,2059,1495,1410,859,1051,187,1762,413,1259,614,383,438,345,337,881,1699,861,525,3904,317,518,416,465,625,510,1616,1013,552,244,209,278,371,1758,154,240
ENSG00000007384.15,358,360,91,333,480,843,177,200,70,126,122,326,90,155,142,5,48,146,2,10,344,226,1523,61,617,112,174,357,117,234,284,118,70,89,35,37,353,182,46,169
ENSG00000007392.17,5921,3452,3661,3859,3179,3944,7063,3556,2896,5569,2850,5351,2680,3068,2331,505,3751,5951,434,2281,3662,3525,1984,3509,5983,4278,3095,3497,3004,3384,2510,3169,3293,4750,3623,3371,4379,5083,2531,2901
ENSG00000007402.12,122,51,56,32,28,64,66,26,89,441,35,74,204,97,60,637,79,43,5,81,32,129,34,48,49,174,44,260,24,24,91,53,234,88,81,84,90,215,130,514
ENSG00000007516.14,2245,55,85,466,97,239,162,138,1432,2747,92,301,319,79,232,103,275,153,35,41,574,1261,36,55,212,277,161,140,21,95,258,253,466,223,678,274,93,201,932,291
ENSG00000007520.4,392,228,460,166,174,1871,848,1094,472,561,84,989,273,567,343,266,282,307,252,650,1912,610,214,1189,112,338,124,160,299,167,646,221,242,57,138,151,95,1529,155,112
ENSG00000007541.17,3001,1050,1911,623,857,2578,5168,1408,4740,1762,638,2818,968,979,2302,525,675,1057,295,2122,1753,2785,1048,1903,825,1061,2135,1110,1030,905,1070,570,1021,733,763,2133,793,16080,2563,964
ENSG00000007545.16,3547,1157,973,1925,928,3650,1930,1398,1470,1866,2001,1746,1138,11113,1011,282,671,821,207,876,2033,1492,1978,1716,1643,1250,1728,1157,1156,1314,1610,1811,820,582,913,686,1699,2190,1368,1502
ENSG00000007866.22,243,18,273,75,22,134,76,12,115,53,70,71,247,4,26,1,151,133,1,2,50,382,6,0,80,63,162,17,252,80,858,124,132,40,62,38,289,71,74,124
ENSG00000007908.16,4,54,1,3,4,5,12,0,7,21,20,15,4,0,9,11,3,2,0,2,144,7,92,0,10,8,0,17,3,2,0,1,1,1,0,11,4,9,2,15
ENSG00000007923.16,907,786,1244,532,299,1641,1409,1057,974,1744,106,1204,727,323,456,347,691,366,194,620,811,1604,315,454,286,886,343,534,914,738,764,1194,704,558,311,473,485,2514,421,462
ENSG00000007933.13,0,29,3,0,4,1,7,3,9,5,1,0,0,1,3,18,2,0,0,7,62,41,4,0,2,2,7,4,4,1,0,4,1,2,5,2,0,56,3,2
ENSG00000007944.15,8024,4032,3668,3309,6947,7084,10357,10149,7266,8046,6893,5087,3175,12853,5007,1219,2964,7938,788,2547,3720,7378,1785,9481,5894,4098,1872,2390,2380,782,7209,2828,3128,1794,833,2086,4920,8645,5597,1766
ENSG00000007952.18,2,3,10,5,1,17,3,4,1,11,0,5,10,1,1,0,3,4,0,0,12,5,9,55,2,2,0,3,14,1,1,6,2,0,1,1,2,30,1,1
ENSG00000007968.7,883,1675,1537,837,1886,3413,4155,601,18719,349,989,696,6522,2427,4357,363,1887,2005,661,499,1542,5542,2523,1117,1396,836,8642,1348,784,998,1184,1171,2395,759,2776,2399,1705,28884,11077,2168
ENSG00000008018.9,4706,3297,2790,4628,1621,18655,7048,5687,2874,4041,2685,3252,2420,8338,1848,1578,1828,4008,3513,3726,10022,2765,5089,21978,1785,2759,2551,2350,2623,2454,5222,3524,3189,924,1966,1840,1658,11383,3506,3276
ENSG00000008056.14,68,6,22,20,17,166,85,63,64,349,9,107,35,50,34,24,188,36,37,5,20,46,149,204,32,32,27,60,2,37,114,64,127,49,39,324,30,146,54,178
ENSG00000008083.14,19784,11843,10964,26171,9388,13026,24395,13430,14338,17374,9754,17922,9266,13664,8740,1694,12615,19696,1211,4079,9826,9241,9548,5885,4522,8792,8073,5638,5747,7450,10479,4782,6809,5272,6145,13954,10915,11559,9452,11482
ENSG00000008086.13,46,284,59,219,522,147,39,66,282,1021,69,359,343,76,434,10,681,21,33,9,141,805,61,97,116,1343,109,113,119,36,145,130,207,307,179,721,73,490,249,349
ENSG00000008118.10,5,2,8,35,12,2,3,0,91,48,64,3,18,2,61,0,40,3,1,0,21,7,16,0,7,1,18,10,3,3,3,8,15,53,111,25,7,16,593,38
ENSG00000008128.23,479,106,256,272,374,113,715,126,434,270,246,662,261,173,118,37,283,476,43,153,149,269,75,103,391,297,162,249,110,184,284,325,331,370,406,262,220,351,380,270
ENSG00000008130.15,2427,3255,2949,1816,8361,3588,2479,3949,6009,7256,8094,2376,3454,3487,5391,733,5663,1492,994,1056,4266,6404,3169,4738,1411,1456,3524,2277,2070,894,3156,2196,3615,4360,5005,3744,4490,6356,6622,3614
ENSG00000008196.13,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000008197.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000008226.20,1720,275,278,425,1069,151,630,406,970,3679,1541,710,587,207,726,29,856,318,25,33,165,263,112,74,319,224,1350,399,176,410,595,1242,564,356,425,629,578,397,774,803
ENSG00000008256.16,1779,812,414,222,292,2630,1614,425,1727,1867,366,1676,489,1274,356,341,365,186,155,375,345,1108,733,490,427,949,548,481,941,1469,3592,526,640,561,550,844,467,1757,1031,1518
ENSG00000008277.14,345,238,135,82,221,115,209,390,221,391,379,482,254,54,291,157,133,611,45,136,200,460,23,317,221,1937,410,139,406,270,162,249,223,142,282,169,142,512,591,528
ENSG00000008282.9,3471,5823,2974,2886,2158,10084,5973,4124,2527,2679,4785,3771,1606,7372,1299,1110,1937,2670,1831,1826,11242,2742,4209,12893,2560,7081,4079,4215,8532,5252,5467,3109,3990,544,2328,1664,2544,6579,3087,4523
ENSG00000008283.16,136,811,325,579,157,3168,358,1157,277,739,188,967,263,193,405,78,262,903,59,268,1133,300,329,771,270,928,671,762,409,238,362,56,287,280,192,76,79,468,89,583
ENSG00000008294.21,15142,7752,4181,17031,9536,11249,11910,5977,10847,15752,10214,7169,7015,6823,5933,1144,7417,10479,1653,1091,3440,7158,7152,4189,7449,5539,8908,7437,4598,9386,7117,9240,7444,7654,7881,7002,12619,7565,12177,15792
ENSG00000008300.17,573,198,412,157,207,421,423,150,1761,964,165,524,631,667,565,102,362,256,41,59,204,643,130,1507,254,1484,388,358,669,266,605,658,333,4970,347,217,567,617,250,331
ENSG00000008311.15,98,16,18,11,312,18,19,7,93,64,9,16,373,8,375,4,43,405,9,3,13,499,36,14,31,36,42,69,31,0,5,16,74,42,1467,131,11,89,152,38
ENSG00000008323.15,550,124,102,623,284,63,268,156,231,1051,372,438,239,21,158,32,241,224,7,19,44,331,28,21,100,392,292,286,400,635,249,358,483,402,151,302,402,87,292,1251
ENSG00000008324.12,237,553,404,337,228,2113,1028,817,509,554,279,443,424,1615,314,231,445,434,464,638,1587,917,614,3689,267,484,352,451,347,424,937,902,511,248,282,276,264,1818,473,323
ENSG00000008382.16,507,93,354,202,195,813,813,600,202,219,114,762,172,278,409,131,264,406,127,781,828,406,86,820,50,320,66,129,8,106,58,120,138,84,120,99,183,521,204,198
ENSG00000008394.13,965,2537,8,5,759,43,9,2914,321,38,946,13676,149,1336,2160,2724,583,59,698,432,25982,1996,1908,3585,909,6,1008,1890,10558,2579,597,411,348,201,85,332,907,3208,130,836
ENSG00000008405.12,2443,92,579,2050,523,4514,1468,36,1005,1924,1189,1051,1641,2814,676,149,711,2067,179,201,757,826,1267,1440,1701,1242,1697,930,1573,239,571,1035,1491,515,743,515,698,2419,1683,559
ENSG00000008438.5,10,352,90,5,3970,56,28,64,2627,112,562,13,1405,13,2887,1839,561,56,5,3,866,508,416,1385,88,17,1673,23,163,6,3,13,37,21,4707,307,78,187,830,131
ENSG00000008441.18,4532,4241,1232,1214,1101,9024,2917,15956,2939,737,2323,6263,928,618,3916,1471,213,1045,203,1897,25905,2360,2397,1160,1088,2897,2598,1700,1503,8801,275,458,658,294,909,587,1326,20174,3725,2964
ENSG00000008513.16,3342,6232,4559,7487,2802,19389,4143,6000,3611,18840,2143,5092,6121,3826,4613,1375,3025,2008,642,2459,2528,3663,4684,6905,2220,5960,2856,7514,6996,1929,6175,3155,6085,2467,3121,5846,7198,17338,4615,6169
ENSG00000008516.17,59,64,345,61,2881,146,68,70,534,3522,978,411,648,224,2465,324,439,50,13,40,411,644,1258,592,266,81,518,246,91,51,52,62,807,4402,971,1547,85,985,1377,475
ENSG00000008517.18,80,48,244,494,267,1239,63,82,145,694,60,219,333,260,201,35,186,41,46,111,263,162,232,842,255,431,46,189,59,62,65,44,367,109,168,112,96,235,189,111
ENSG00000008710.20,13161,3741,6844,4126,2922,4655,9077,6359,3327,5539,2082,21655,3858,2791,4297,696,1951,6665,583,1914,4135,3374,1571,309,2144,5930,2149,2407,4314,2346,3914,2346,2186,4145,1843,1322,2077,4592,1499,3196
ENSG00000008735.14,60,10,24,10,10,54,25,14,18,49,7,37,16,64,17,3,18,13,1,12,15,14,10,30,58,86,28,14,59,3,16,14,14,41,18,10,18,49,22,20
ENSG00000008838.20,4831,2770,3917,1541,1744,9207,8078,4943,3778,3579,671,6095,2309,4234,2347,1438,2155,6447,1268,2990,6797,3082,2920,6366,1969,2654,2039,1978,3019,2822,3302,3527,2522,2188,1892,1743,1825,9346,1905,3054
ENSG00000008853.17,182,268,488,131,152,861,604,789,718,774,297,292,280,454,239,45,412,166,150,160,339,340,95,890,198,457,234,291,255,120,1436,571,298,103,171,131,234,578,141,155
ENSG00000008869.12,3664,6289,5437,1624,4416,4197,3935,8708,2118,5193,1954,5435,2743,1503,4853,856,3408,4265,483,2134,2100,5437,1798,2478,2455,4573,2618,4334,6195,4472,7040,3269,3403,3440,3252,2265,5131,5324,2341,3308
ENSG00000008952.17,3028,4255,2082,1303,4061,9931,4089,2969,3233,3884,4193,3836,3517,8525,4798,2650,2669,1596,2255,1526,3583,5109,6658,6996,3870,3605,5476,4351,4251,3861,4613,2823,4713,1262,4787,4008,4226,30389,5298,4868
ENSG00000008988.11,32803,31722,16947,28230,10686,205954,61933,75094,26723,28030,20334,28130,12013,140564,21929,17469,15183,17516,36309,44033,321148,36807,62290,286429,10125,14922,20583,18093,38747,18570,39610,36228,20051,1357,11712,7299,15787,84758,15818,19613
ENSG00000009307.16,49303,36469,18031,24393,23614,60984,61715,40496,28924,39734,37882,43820,17024,60015,30560,11259,20370,26190,14299,23215,32930,20037,22161,33354,31926,34321,39549,31741,42434,33189,58569,36562,31704,12305,27596,14013,31800,58203,25812,39736
ENSG00000009335.18,1851,4812,3701,3083,1734,6115,3937,3499,2807,5706,854,5115,2708,3479,1442,358,2369,1373,988,1076,3804,5269,1165,5236,2149,4048,1347,3670,3657,3027,3565,3616,2734,3203,1636,2508,3150,9755,2100,2522
ENSG00000009413.16,3039,4696,5772,1733,2703,6288,4371,3742,1028,3068,1173,6270,2470,1037,2235,746,2355,2576,391,925,1163,4265,990,942,2641,9115,1202,5082,3786,3699,1359,1698,2732,2173,1758,3899,5861,5084,1416,3790
ENSG00000009694.13,187,1516,882,1021,605,3807,2218,601,465,3924,569,125,1377,65,504,29,408,18,25,85,50,128,182,35,1190,1429,660,2342,79,1506,32,225,2765,574,1685,786,480,348,1987,711
ENSG00000009709.12,2,1,1,4,0,1,0,0,0,1,2,0,2,1,0,0,0,1,0,0,1,1,0,0,3,0,0,0,4,1,0,0,0,0,1,0,3,2,0,0
ENSG00000009724.17,920,308,161,595,555,1130,797,385,953,2114,709,642,797,359,538,211,645,1275,138,320,230,216,312,129,1143,634,1069,1032,608,780,1206,801,1643,470,506,590,565,889,717,1420
ENSG00000009765.15,2,4,5,1,2,0,2,0,4,7,2,6,3,3,3,0,2,1,0,0,3,4,0,1,2,2,1,2,0,5,0,2,1,3,4,2,4,0,1,1
ENSG00000009780.16,337,542,467,309,404,1109,774,821,601,1340,461,655,626,1746,379,135,712,293,163,181,762,799,458,1568,437,776,456,665,818,591,1179,604,838,171,526,461,180,1346,494,638
ENSG00000009790.15,964,900,2256,392,1120,1086,851,2569,646,5864,1274,1102,1343,1847,1190,217,3259,174,251,2240,1684,1775,438,2911,1127,1927,478,1845,1932,206,1976,394,2498,1945,1256,2064,1564,2288,1398,901
ENSG00000009830.12,1352,386,837,239,254,901,1699,798,717,403,111,1794,324,758,308,224,587,1044,288,449,810,1579,457,807,683,893,263,472,831,508,1219,685,411,1002,232,264,788,1452,427,363
ENSG00000009844.16,1020,1665,3602,557,591,2774,1962,1280,1165,1084,758,1388,1018,2398,832,352,644,1419,569,859,1009,1864,1173,2233,595,1315,740,985,2702,1375,1523,963,1090,304,806,672,711,3852,1147,959
ENSG00000009950.16,31,41,28,20,15,10,177,52,69,474,6,27,12,22,7,4,59,36,5,2,137,19,32,17,16,5,62,12,6,9,117,25,62,106,69,239,13,16,19,233
ENSG00000009954.11,8487,4050,6502,3306,2484,7316,7086,4342,7331,6084,4361,4789,4581,6271,1739,1152,4087,6037,1510,2465,3159,8510,3904,7149,3224,4578,4261,3739,4258,4389,5298,6518,2835,2949,2826,2931,3188,12639,4679,4343
ENSG00000010017.13,9022,2986,2508,4792,4908,9575,6397,3511,4477,4227,5514,5743,3505,4418,2871,868,2263,5905,1545,2016,5316,3149,2468,4557,3635,1727,3623,3999,2587,4003,5018,5374,2993,1492,3426,2059,4418,8025,7339,6384
ENSG00000010030.14,21,3,7,9,4,51,10,5,103,124,11,6,90,39,46,1,89,223,13,2,5,38,7,18,5,9,19,4,5,6,10,37,8,6,29,5,13,11,29,9
ENSG00000010072.16,1018,517,463,697,736,2007,2047,884,1086,1695,1260,1587,1269,10725,960,146,666,1048,163,850,1033,1369,1143,478,1005,1243,718,1186,247,1413,1153,1057,1132,738,747,1095,655,2017,1487,1131
ENSG00000010165.20,286,756,1498,183,186,734,2454,702,684,576,83,1694,564,329,272,89,365,462,72,575,557,2016,285,950,203,482,204,245,1034,245,397,316,252,112,110,355,161,5565,178,209
ENSG00000010219.13,123,226,223,35,111,791,211,289,217,174,34,172,222,484,91,97,178,186,175,169,551,329,244,1828,98,154,115,131,218,73,97,164,113,86,118,67,102,489,87,85
ENSG00000010244.19,22669,15770,11408,10586,18831,28046,28091,15817,16805,20570,15917,22456,11887,28315,13500,4421,15947,20615,6050,12540,19999,17080,9482,20308,23604,17817,15655,21093,16215,16373,24138,18243,18539,19466,16841,16735,15610,28880,21350,20812
ENSG00000010256.11,5104,3849,3752,1136,2216,8208,8457,8365,5494,3187,1614,4902,1447,4867,2831,1757,3140,4994,3509,4796,11846,3829,1840,19197,1662,2582,1853,1822,3476,2147,4082,4963,1755,1911,1372,1624,1493,11637,1342,2132
ENSG00000010270.14,3326,3311,1374,1278,1036,6410,2517,1942,1269,960,1999,1987,631,4152,492,472,1193,810,1145,1003,6416,1290,2239,8510,766,1798,1212,1754,2602,1539,2415,2058,1092,361,859,667,1680,3588,1041,1490
